"","species","lat","lon","elev","month","tg","tap","tep","shade","depth","tenv"
"12284","Sceloporus_mucronatus",19.208,-99.277,3508,4,20.1477982220267,19.4725018957058,9.05684430162117,1,10,7.77571241299479
"12285","Sceloporus_mucronatus",19.208,-99.277,3508,4,20.1477982220267,19.4725018957058,8.80672554225393,1,15,7.77571241299479
"12286","Sceloporus_mucronatus",19.208,-99.277,3508,4,20.1477982220267,19.4725018957058,12.1600180369441,0.5,10,7.77571241299479
"12287","Sceloporus_mucronatus",19.208,-99.277,3508,4,20.1477982220267,19.4725018957058,11.4201508337364,0.5,15,7.77571241299479
"12288","Sceloporus_mucronatus",19.208,-99.277,3508,4,20.1477982220267,19.4725018957058,12.9358973740833,0.5,5,7.77571241299479
"12289","Sceloporus_mucronatus",19.208,-99.277,3508,5,20.7158027077917,19.5704181280214,9.83622724880074,1,10,8.46286716779831
"12290","Sceloporus_mucronatus",19.208,-99.277,3508,5,20.7158027077917,19.5704181280214,10.8885693890614,1,0,8.46286716779831
"12291","Sceloporus_mucronatus",19.208,-99.277,3508,5,20.7158027077917,19.5704181280214,10.1298804118198,1,5,8.46286716779831
"12292","Sceloporus_mucronatus",19.208,-99.277,3508,5,20.7158027077917,19.5704181280214,15.8362472063767,0.5,0,8.46286716779831
"12293","Sceloporus_mucronatus",19.208,-99.277,3508,5,20.7158027077917,19.5704181280214,13.9189036948624,0.5,5,8.46286716779831
"12294","Sceloporus_mucronatus",19.208,-99.277,3508,5,20.7158027077917,19.5704181280214,13.0869299508338,0.5,10,8.46286716779831
"12295","Sceloporus_mucronatus",19.208,-99.277,3508,5,20.7158027077917,19.5704181280214,12.2929519675425,0.5,15,8.46286716779831
"12296","Sceloporus_mucronatus",19.208,-99.277,3508,5,20.7158027077917,19.5704181280214,16.337632652867,0,10,8.46286716779831
"12297","Sceloporus_mucronatus",19.208,-99.277,3508,5,20.7158027077917,19.5704181280214,15.0181323589803,0,15,8.46286716779831
"12298","Sceloporus_mucronatus",19.208,-99.277,3508,5,20.7158027077917,19.5704181280214,20.7839250236919,0,0,8.46286716779831
"12299","Sceloporus_mucronatus",19.208,-99.277,3508,5,20.7158027077917,19.5704181280214,17.7079269779049,0,5,8.46286716779831
"12300","Sceloporus_mucronatus",19.208,-99.277,3508,5,20.7158027077917,19.5704181280214,9.56777157610476,1,15,8.46286716779831
"12301","Sceloporus_mucronatus",19.208,-99.277,3508,6,20.8722114763736,19.5675253346444,16.0512273600159,0.5,0,8.95619009389877
"12302","Sceloporus_mucronatus",19.208,-99.277,3508,6,20.8722114763736,19.5675253346444,14.1430150448543,0.5,5,8.95619009389877
"12303","Sceloporus_mucronatus",19.208,-99.277,3508,6,20.8722114763736,19.5675253346444,11.2672189238218,1,0,8.95619009389877
"12304","Sceloporus_mucronatus",19.208,-99.277,3508,6,20.8722114763736,19.5675253346444,10.5324566509411,1,5,8.95619009389877
"12305","Sceloporus_mucronatus",19.208,-99.277,3508,6,20.8722114763736,19.5675253346444,10.276509568298,1,10,8.95619009389877
"12306","Sceloporus_mucronatus",19.208,-99.277,3508,6,20.8722114763736,19.5675253346444,10.0255649043297,1,15,8.95619009389877
"12307","Sceloporus_mucronatus",19.208,-99.277,3508,6,20.8722114763736,19.5675253346444,13.3828954921671,0.5,10,8.95619009389877
"12308","Sceloporus_mucronatus",19.208,-99.277,3508,6,20.8722114763736,19.5675253346444,12.6355113503361,0.5,15,8.95619009389877
"12309","Sceloporus_mucronatus",19.208,-99.277,3508,6,20.8722114763736,19.5675253346444,16.4892814160362,0,10,8.95619009389877
"12310","Sceloporus_mucronatus",19.208,-99.277,3508,6,20.8722114763736,19.5675253346444,15.2454577963424,0,15,8.95619009389877
"12311","Sceloporus_mucronatus",19.208,-99.277,3508,6,20.8722114763736,19.5675253346444,20.83523579621,0,0,8.95619009389877
"12312","Sceloporus_mucronatus",19.208,-99.277,3508,6,20.8722114763736,19.5675253346444,17.7535734387675,0,5,8.95619009389877
"12313","Sceloporus_mucronatus",19.208,-99.277,3508,7,20.3698546250041,19.1919427675491,9.73125039616611,1,10,8.46163438935976
"12314","Sceloporus_mucronatus",19.208,-99.277,3508,7,20.3698546250041,19.1919427675491,9.50423285126183,1,15,8.46163438935976
"12315","Sceloporus_mucronatus",19.208,-99.277,3508,7,20.3698546250041,19.1919427675491,10.6961351638189,1,0,8.46163438935976
"12316","Sceloporus_mucronatus",19.208,-99.277,3508,7,20.3698546250041,19.1919427675491,9.94663640024718,1,5,8.46163438935976
"12317","Sceloporus_mucronatus",19.208,-99.277,3508,7,20.3698546250041,19.1919427675491,15.4259560634311,0.5,0,8.46163438935976
"12318","Sceloporus_mucronatus",19.208,-99.277,3508,7,20.3698546250041,19.1919427675491,13.5282602643491,0.5,5,8.46163438935976
"12319","Sceloporus_mucronatus",19.208,-99.277,3508,7,20.3698546250041,19.1919427675491,20.1557769630434,0,0,8.46163438935976
"12320","Sceloporus_mucronatus",19.208,-99.277,3508,7,20.3698546250041,19.1919427675491,17.1098841284509,0,5,8.46163438935976
"12321","Sceloporus_mucronatus",19.208,-99.277,3508,7,20.3698546250041,19.1919427675491,15.9651668122646,0,10,8.46163438935976
"12322","Sceloporus_mucronatus",19.208,-99.277,3508,7,20.3698546250041,19.1919427675491,14.8128029955169,0,15,8.46163438935976
"12323","Sceloporus_mucronatus",19.208,-99.277,3508,7,20.3698546250041,19.1919427675491,12.8482086042153,0.5,10,8.46163438935976
"12324","Sceloporus_mucronatus",19.208,-99.277,3508,7,20.3698546250041,19.1919427675491,12.1585179233893,0.5,15,8.46163438935976
"12325","Sceloporus_mucronatus",19.208,-99.277,3508,8,20.1490744395623,18.5581365759929,19.8262628740662,0,0,8.36132521067771
"12326","Sceloporus_mucronatus",19.208,-99.277,3508,8,20.1490744395623,18.5581365759929,9.59438664891771,1,10,8.36132521067771
"12327","Sceloporus_mucronatus",19.208,-99.277,3508,8,20.1490744395623,18.5581365759929,9.39079303458777,1,15,8.36132521067771
"12328","Sceloporus_mucronatus",19.208,-99.277,3508,8,20.1490744395623,18.5581365759929,10.5680248848985,1,0,8.36132521067771
"12329","Sceloporus_mucronatus",19.208,-99.277,3508,8,20.1490744395623,18.5581365759929,9.79633734909915,1,5,8.36132521067771
"12330","Sceloporus_mucronatus",19.208,-99.277,3508,8,20.1490744395623,18.5581365759929,15.1971438794823,0.5,0,8.36132521067771
"12331","Sceloporus_mucronatus",19.208,-99.277,3508,8,20.1490744395623,18.5581365759929,13.3795429710115,0.5,5,8.36132521067771
"12332","Sceloporus_mucronatus",19.208,-99.277,3508,8,20.1490744395623,18.5581365759929,12.7493332742553,0.5,10,8.36132521067771
"12333","Sceloporus_mucronatus",19.208,-99.277,3508,8,20.1490744395623,18.5581365759929,12.1167750688995,0.5,15,8.36132521067771
"12334","Sceloporus_mucronatus",19.208,-99.277,3508,8,20.1490744395623,18.5581365759929,15.9042798995928,0,10,8.36132521067771
"12335","Sceloporus_mucronatus",19.208,-99.277,3508,8,20.1490744395623,18.5581365759929,14.8427571032113,0,15,8.36132521067771
"12336","Sceloporus_mucronatus",19.208,-99.277,3508,8,20.1490744395623,18.5581365759929,16.9627485929238,0,5,8.36132521067771
